24.76852,83.0,33.77994,38.0
4.166669,86.0,34.96549,38.0
22.22223,85.0,29.80024,38.0
12.50001,85.0,29.42934,38.0
13.88889,89.0,29.99809,38.0
26.38888,82.0,28.13082,38.0
11.11111,83.0,28.50883,38.0
13.88889,85.0,27.22677,38.0
19.44445,83.0,33.24924,38.0
23.61111,83.0,28.72899,38.0
29.16667,85.0,28.18043,38.0
15.27777,82.0,29.64277,38.0
8.333331,80.0,30.11797,38.0
5.555558,79.0,31.43475,38.0
6.944448,82.0,20.15042,38.0
4.166669,79.0,25.07192,38.0
5.555558,82.0,29.15451,38.0
11.11111,86.0,30.06405,38.0
13.88889,82.0,32.81121,38.0
8.333331,81.0,25.61928,38.0
8.333331,80.0,31.19304,38.0
9.722227,84.0,25.09779,38.0
16.66667,94.0,39.95866,38.0
18.33333,83.0,33.48888,38.0
1.38889,82.0,29.69981,38.0
1.38889,80.0,27.57907,38.0
6.944448,79.0,23.85593,38.0
8.333331,82.0,24.69547,38.0
5.555558,79.0,30.97987,38.0
1.38889,81.0,33.53978,38.0
19.44444,84.0,27.26412,38.0
9.722227,83.0,26.0197,38.0
4.166675,81.0,29.00574,38.0
5.555552,84.0,31.32272,38.0
7.142854,82.0,25.31597,38.0
6.944442,81.0,33.53266,38.0
12.50001,79.0,29.45714,38.0
1.388884,84.0,39.32468,38.0
6.944448,85.0,30.10761,38.0
9.722227,83.0,29.5922,38.0
5.555558,84.0,35.98459,38.0
8.333331,85.0,31.32628,38.0
4.166669,87.0,31.85177,38.0
2.777785,87.0,26.56009,38.0
2.777785,80.0,30.28532,38.0
18.05556,80.0,34.7505,38.0
27.38095,82.0,28.77375,38.0
12.5,80.0,33.31203,38.0
11.11111,87.0,25.57323,38.0
8.333331,80.0,31.8008,38.0
13.88889,86.0,23.05283,38.0
12.5,85.0,30.02802,38.0
14.28573,86.0,36.06672,38.0
11.11111,80.0,34.66428,38.0
4.166669,81.0,25.06043,38.0
26.19047,83.0,28.47566,38.0
5.555558,83.0,29.66813,38.0
5.555552,81.0,35.39291,38.0
8.333331,84.0,23.81339,38.0
5.555564,84.0,36.7658,38.0
5.555552,82.0,24.48065,39.0
5.555558,80.0,31.48523,39.0
1.38889,82.0,20.65251,39.0
6.944442,82.0,30.1607,39.0
7.142854,80.0,22.91274,39.0
18.05556,75.0,28.05012,39.0
11.66666,83.0,35.507,39.0
6.944442,88.0,31.07719,39.0
6.944448,83.0,30.02398,39.0
2.777785,84.0,36.75862,39.0
6.944448,86.0,30.08667,39.0
5.555558,81.0,30.74551,39.0
1.38889,82.0,30.24225,39.0
1.38889,90.0,28.85394,39.0
5.555558,84.0,30.79175,39.0
11.11112,81.0,20.89084,39.0
2.777785,79.0,32.38295,39.0
13.88889,78.0,29.96203,39.0
2.777785,80.0,25.71088,39.0
2.777785,77.0,27.05266,39.0
26.19047,89.0,29.36595,39.0
22.22222,83.0,35.14013,39.0
12.50001,85.0,32.44861,39.0
4.166669,80.0,29.23799,39.0
4.166669,81.0,23.76059,39.0
1.38889,79.0,31.95554,39.0
1.38889,79.0,30.46951,39.0
6.944448,83.0,20.09085,39.0
5.555558,76.0,17.93596,39.0
8.333331,76.0,26.09281,39.0
5.555558,76.0,28.67509,39.0
4.166669,82.0,26.08758,39.0
4.166675,80.0,30.83947,39.0
23.61111,81.0,30.42307,39.0
16.66667,84.0,31.65564,39.0
4.166669,81.0,31.21047,39.0
13.88889,82.0,32.63636,39.0
6.944448,84.0,28.84854,39.0
13.88889,78.0,29.27026,39.0
16.66668,81.0,22.98979,39.0
