,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0,AVG CPU Temperature
Time,CPU Core #1,CPU Core #2,CPU Total,CPU Core #1,CPU Core #2,CPU Package,CPU Core #1,CPU Core #2,CPU Package,CPU Cores,CPU Graphics,Bus Speed,Memory,Used Memory,Available Memory,Temperature,Used Space,
12/2/2021 15:20,5.384612,3.8461566,4.61537838,34,34,39,1197.28625,1197.28625,2.755516,1.081481,0.006490779,99.77386,25.6381149,2.01984024,5.858433,46,81.2937851,35.66666667
12/2/2021 15:25,7.03125,4.6875,5.859375,38,38,38,2394.57349,1197.28674,2.957618,1.329058,0.007309392,99.77389,25.8036575,2.03288269,5.84539032,45,81.29426,38
12/2/2021 15:30,7.03125,7.03125,7.03125,34,34,39,1197.2865,1197.2865,3.154847,1.47712982,0.006664386,99.77387,25.8156662,2.03382874,5.84444427,44,81.29496,35.66666667
12/2/2021 15:35,3.93105149,7.03125,5.481148,40,40,40,1197.28638,1197.28638,2.86622,1.18301868,0.006942956,99.77386,26.0348663,2.05109787,5.827175,44,81.295105,40
12/2/2021 15:40,3.125,3.125,3.125,44,44,45,1197.28625,1197.28625,2.840819,1.1338402,0.007187311,99.77386,25.9144974,2.04161453,5.83665848,45,81.29553,44.33333333
12/2/2021 15:45,4.6875,4.6875,4.6875,37,37,38,1197.28613,1197.28613,2.82604551,1.1472398,0.006515634,99.77385,25.6399,2.01998138,5.85829163,46,81.29553,37.33333333
12/2/2021 15:50,5.46875,7.03125,6.25,35,36,37,1197.28625,1197.28625,2.805184,1.13781822,0.006439473,99.77385,25.8788071,2.038803,5.83947,45,81.29553,36
12/2/2021 15:55,0.78125,2.34375,1.5625,32,35,36,1197.28638,1197.28638,2.85320187,1.18238318,0.006088466,99.7738647,25.8216782,2.03430176,5.84397125,44,81.29511,34.33333333
12/2/2021 16:00,7.0192337,4.639423,5.82932854,31,32,36,1197.28613,1197.28613,3.057212,1.40806413,0.00781283,99.77385,25.5106659,2.0098,5.868473,43,81.29626,33
12/2/2021 16:05,8.59375,8.59375,8.59375,39,42,46,2993.215,2993.215,2.88306379,1.19708407,0.007736512,99.77384,25.6287155,2.01910019,5.859173,44,81.29729,42.33333333
12/2/2021 16:10,3.90625,4.6875,4.296875,36,36,37,1197.28625,1197.28625,2.82217979,1.15343356,0.006210608,99.77385,25.9720688,2.04615021,5.832123,44,81.29796,36.33333333
12/2/2021 16:15,7.8125,9.375,8.59375,36,36,37,1197.2865,1197.2865,3.21853685,1.57778466,0.007838522,99.77387,25.95797,2.04504013,5.833233,44,81.29874,36.33333333
12/2/2021 16:20,4.76190472,7.14285374,5.952382,38,38,38,1197.28687,1197.28687,3.016912,1.39487612,0.007378738,99.7739,25.9114914,2.041378,5.836895,43,81.29984,38
12/2/2021 16:25,5.46875,6.25,5.859375,38,38,38,1197.286,1197.286,3.54584575,1.90089715,0.007904446,99.77384,26.15049,2.06020737,5.81806564,43,81.29954,38
12/2/2021 16:30,7.03125,6.25,6.640625,34,34,39,2494.34741,1197.28687,2.991827,1.357018,0.007431158,99.7739,26.12004,2.057808,5.820465,43,81.30079,35.66666667
12/2/2021 16:35,2.34375,6.25,4.296875,34,33,38,1197.28748,2294.801,3.1080873,1.42196083,0.008008211,99.77396,26.2346039,2.0668335,5.81143951,42,81.30195,35
12/2/2021 16:40,3.125,0.78125,1.953125,33,33,37,1197.2865,1197.2865,2.760772,1.095428,0.006027387,99.77387,26.5247879,2.089695,5.788578,42,81.30316,34.33333333
12/2/2021 16:45,6.25,6.25,6.25,33,33,37,1197.28613,1197.28613,2.862007,1.18052173,0.006820914,99.77384,26.2622452,2.06901169,5.80926132,43,81.30359,34.33333333
12/2/2021 16:50,1.5625,3.90625,2.734375,36,36,37,1197.2865,1197.2865,2.72323585,1.06776023,0.005951161,99.77387,26.3058777,2.07244873,5.80582428,44,81.3033,36.33333333
12/2/2021 16:55,2.34375,0.78125,1.5625,33,36,38,2993.2168,2993.2168,2.807246,1.14335144,0.006454526,99.77389,26.3620911,2.07687759,5.80139542,44,81.30376,35.66666667
12/2/2021 17:00,0.78125,1.5625,1.171875,33,36,38,1197.28577,1197.28577,2.85486174,1.17947888,0.006424061,99.77382,26.2669983,2.06938553,5.80888748,44,81.30337,35.66666667
12/2/2021 17:05,3.8461566,3.8461566,3.8461566,35,34,38,1197.286,1197.286,2.85510325,1.18619454,0.006340234,99.7738342,26.2421036,2.06742477,5.810848,45,81.3034,35.66666667
12/2/2021 17:10,4.6754837,4.6875,4.681492,35,33,38,1197.28613,1197.28613,2.94821,1.28432572,0.006714072,99.77384,26.4462433,2.08350754,5.79476547,45,81.30342,35.33333333
12/2/2021 17:15,11.78075,9.375,10.5778751,38,38,39,1197.28662,1197.28662,3.45225215,1.77989268,0.00859107,99.77389,26.4084778,2.080532,5.797741,45,81.30365,38.33333333
12/2/2021 17:20,3.90625,6.27480125,5.090523,33,37,39,1197.2865,1197.2865,2.77027082,1.10241008,0.006494978,99.77387,26.3417587,2.07527542,5.80299759,45,81.30367,36.33333333
12/2/2021 17:25,3.8461566,3.8461566,3.8461566,38,38,38,1197.28638,1197.28638,2.85481668,1.17446113,0.006700989,99.7738647,26.2828217,2.070633,5.80764,45,81.30386,38
12/2/2021 17:30,3.90625,5.46875,4.6875,36,38,39,1197.28638,1197.28638,2.87796926,1.19224131,0.00675988,99.7738647,26.27813,2.070263,5.80801,45,81.30414,37.66666667
12/2/2021 17:35,7.03125,4.6875,5.859375,39,39,39,1197.28638,1197.28638,2.93045187,1.21568584,0.006622663,99.7738647,26.2778854,2.07024384,5.808029,46,81.30458,39
12/2/2021 17:40,3.125,4.6875,3.90625,35,37,39,1197.287,1197.287,2.87520075,1.17499316,0.006097666,99.77391,26.2758026,2.0700798,5.808193,46,81.30394,37
12/2/2021 17:45,1.5625,3.125,2.34375,38,38,39,1197.28625,1197.28625,2.72557044,1.073132,0.006240914,99.77385,26.1713181,2.06184769,5.81642532,46,81.30394,38.33333333
12/2/2021 17:50,0.78125,1.5625,1.171875,32,33,40,1197.2854,1197.2854,2.7612958,1.10460067,0.006698989,99.77378,26.2053528,2.06452942,5.81374359,46,81.30394,35
12/2/2021 17:55,6.287205,4.6875,5.48735237,38,39,40,1197.28662,1197.28662,2.82893443,1.14690149,0.006310159,99.77389,26.2330017,2.06670761,5.8115654,46,81.30394,39
12/2/2021 18:00,3.125,2.34375,2.734375,35,37,39,1197.28638,1197.28638,2.73774266,1.09012258,0.006271562,99.7738647,26.2000732,2.06411362,5.81415939,46,81.30394,37
12/2/2021 18:05,5.46875,6.25,5.859375,38,38,38,1197.28625,1197.28625,2.78953934,1.11370075,0.006790207,99.77386,26.1976547,2.063923,5.81435,46,81.30441,38
12/2/2021 18:10,7.03125,7.03125,7.03125,36,37,39,1197.28625,1197.28625,2.78462362,1.10681176,0.007370403,99.77386,26.32486,2.073944,5.804329,46,81.3041,37.33333333
12/2/2021 18:15,0,1.5625,0.78125,34,35,39,1197.2865,1197.2865,2.91904664,1.22365272,0.006576973,99.77388,26.2725143,2.0698204,5.80845261,46,81.30411,36
12/2/2021 18:20,0.78125,1.5625,1.171875,39,39,39,1197.28638,2494.34668,2.72977877,1.08020329,0.006337548,99.7738647,26.2020645,2.06427,5.814003,46,81.30457,39
12/2/2021 18:25,1.5625,0.78125,1.171875,34,35,39,1197.28613,1197.28613,2.81037664,1.11786079,0.006119035,99.77385,26.2777863,2.07023621,5.808037,46,81.30416,36
12/2/2021 18:30,0.78125,0.78125,0.78125,34,34,39,1197.28638,1197.28638,2.81740665,1.14869452,0.006635797,99.7738647,26.25402,2.06836319,5.80991,46,81.30417,35.66666667
12/2/2021 18:35,2.34375,1.5625,1.953125,39,40,40,1197.28589,1197.28589,2.84722733,1.16692042,0.00752153,99.77382,26.1723785,2.06193161,5.8163414,46,81.30417,39.66666667
12/2/2021 18:40,10.15625,10.9375,10.546875,39,39,40,1895.70447,1197.287,3.50577188,1.82751811,0.008255159,99.77392,26.4471664,2.08358,5.794693,46,81.3045,39.33333333
12/2/2021 18:45,3.1129837,4.6875,3.90024185,39,39,39,1197.28625,1197.28625,2.897976,1.21166468,0.007126183,99.77386,26.3475113,2.07572937,5.80254364,46,81.3053,39
12/2/2021 18:50,10.15625,4.6875,7.421875,34,36,39,1197.28638,1197.28638,3.14635777,1.4665699,0.008194236,99.7738647,26.3727951,2.07772064,5.80055237,46,81.30579,36.33333333
12/2/2021 18:55,3.125,9.375,6.25,35,37,39,1197.28589,1197.28589,2.844932,1.23136139,0.006820805,99.77383,26.54512,2.09129715,5.786976,45,81.30691,37
12/2/2021 19:00,3.125,7.8125,5.46875,35,39,39,2993.21484,2993.21484,3.09061527,1.45185781,0.007975534,99.77383,26.6082611,2.09627151,5.7820015,44,81.30914,37.66666667
12/2/2021 19:05,14.0625,7.8125,10.9375,38,38,40,1197.28638,1197.28638,3.89253879,2.19817019,0.008637031,99.7738647,26.7697372,2.10899353,5.76927948,44,81.3112946,38.66666667
12/2/2021 19:10,0,0.78125,0.390625,33,35,39,1197.28625,1197.28625,2.78166962,1.12971759,0.00697134,99.77386,27.2179718,2.14430618,5.733967,44,81.31348,35.66666667
12/2/2021 19:15,2.34375,3.90625,3.125,36,38,39,1197.2865,1197.2865,2.81913877,1.1389215,0.007109868,99.77387,27.1360931,2.13785553,5.74041748,44,81.3140259,37.66666667
12/2/2021 19:20,7.03125,4.6875,5.859375,37,38,39,1297.06018,1197.28638,3.09193563,1.41350162,0.0072024,99.7738647,26.97718,2.12533569,5.75293732,45,81.3148041,38
12/2/2021 19:25,1.5625,7.8125,4.6875,39,39,39,1197.28638,1197.28638,3.04175544,1.42292929,0.007995785,99.7738647,27.2473145,2.146618,5.731655,45,81.3156,39
12/2/2021 19:30,5.46875,4.639423,5.05408669,36,38,39,2494.34619,1197.28613,2.71030378,1.05535746,0.006882003,99.77385,27.2825165,2.14939117,5.728882,45,81.31695,37.66666667
12/2/2021 19:35,6.25,3.125,4.6875,34,35,40,1197.28625,1197.28625,2.85360479,1.16909039,0.006468925,99.77386,27.2572479,2.1474,5.730873,46,81.31656,36.33333333
12/2/2021 19:40,1.5625,4.6875,3.125,35,36,40,1197.28625,1197.28625,2.723248,1.065264,0.006011114,99.77385,27.4262314,2.1607132,5.71756,46,81.317,37
12/2/2021 19:45,0.78125,1.5625,1.171875,36,38,39,1197.286,1197.286,2.95110083,1.2398783,0.006317346,99.7738342,27.2823715,2.14937973,5.72889328,46,81.31701,37.66666667
12/2/2021 19:50,1.5625,2.34375,1.953125,39,39,40,1197.28625,1197.28625,2.89370513,1.20467544,0.007370146,99.77386,27.5166779,2.167839,5.710434,47,81.3166,39.33333333
12/2/2021 19:55,1.5625,0.78125,1.171875,39,39,41,1197.28613,1995.47693,2.90503263,1.2112695,0.007003939,99.77384,27.4540253,2.16290283,5.71537,47,81.31664,39.66666667
12/2/2021 20:00,6.25,7.03125,6.640625,40,40,41,2195.02539,1197.2865,3.34014225,1.6464783,0.007952129,99.77388,27.4830246,2.16518784,5.713085,46,81.31753,40.33333333
12/2/2021 20:05,7.03125,5.46875,6.25,35,36,41,1197.28613,2195.02466,3.06445122,1.39862144,0.007767067,99.77385,27.3113785,2.15166473,5.72660828,46,81.3179855,37.33333333
12/2/2021 20:10,8.59375,8.59375,8.59375,39,39,40,1197.28625,1197.28625,2.83479238,1.14274907,0.006317409,99.77386,27.52031,2.16812515,5.710148,46,81.31695,39.33333333
12/2/2021 20:15,7.03125,3.125,5.078125,38,38,39,1197.28613,1197.28613,2.93831348,1.28201115,0.007858452,99.77385,27.4378967,2.16163254,5.71664047,47,81.31702,38.33333333
12/2/2021 20:20,7.03125,4.6875,5.859375,39,39,40,1197.28638,1197.28638,2.80192852,1.11950481,0.006607314,99.77386,27.348999,2.15462875,5.72364426,47,81.31709,39.33333333
12/2/2021 20:25,1.5625,2.34375,1.953125,39,39,40,1197.28613,1197.28613,2.84063983,1.16376424,0.006305072,99.77385,27.4105835,2.159481,5.718792,47,81.31715,39.33333333
12/2/2021 20:30,5.46875,3.90625,4.6875,37,39,41,1197.28589,1197.28589,2.8711307,1.17436612,0.006729499,99.77382,27.3733521,2.15654755,5.72172546,47,81.31717,39
12/2/2021 20:35,7.03125,5.46875,6.25,36,36,40,1197.28552,1197.28552,3.029673,1.38602018,0.007965195,99.7737961,27.40812,2.1592865,5.71898651,47,81.3176,37.33333333
12/2/2021 20:40,10.15625,5.46875,7.8125,38,36,42,2993.21558,2993.21558,3.19258881,1.54689848,0.007843523,99.77385,27.675209,2.18032837,5.69794464,46,81.31885,38.66666667
12/2/2021 20:45,5.46875,7.03125,6.25,39,39,39,1197.28613,1197.28613,2.668196,1.00927138,0.006805688,99.77385,27.6447,2.177925,5.700348,46,81.31986,39
12/2/2021 20:50,4.6875,6.25,5.46875,40,40,40,1197.28638,1197.28638,2.79403019,1.15280235,0.007705797,99.7738647,27.8058929,2.19062424,5.687649,46,81.32095,40
12/2/2021 20:55,3.90625,4.6875,4.296875,40,40,41,1197.28613,1197.28613,2.7029655,1.0449723,0.006378482,99.77384,27.9044266,2.19838715,5.679886,46,81.3212662,40.33333333
12/2/2021 21:00,5.46875,5.46875,5.46875,37,37,40,1197.28589,1197.28589,2.854713,1.17440462,0.006362897,99.77383,27.8556213,2.194542,5.683731,47,81.32127,38
12/2/2021 21:05,4.6875,3.90625,4.296875,37,37,40,1197.286,1197.286,2.82446384,1.14476418,0.0072635,99.7738342,28.1203842,2.2154007,5.66287231,47,81.32131,38
12/2/2021 21:10,3.125,4.6875,3.90625,35,36,40,2195.02466,2195.02466,2.96630526,1.27322471,0.007553286,99.77385,27.9101944,2.198841,5.679432,47,81.3213348,37
12/2/2021 21:15,3.125,5.46875,4.296875,34,36,40,1197.2865,1197.2865,2.73205853,1.05904233,0.007232916,99.77387,27.7974167,2.18995667,5.68831635,47,81.3218,36.66666667
12/2/2021 21:20,0.78125,3.16220522,1.97172761,40,40,40,1197.28625,1197.28625,2.69209862,1.03387189,0.006775185,99.77386,27.9080658,2.19867325,5.6796,48,81.32181,40
12/2/2021 21:25,0,1.5625,0.78125,36,35,41,1197.28625,1197.28625,2.85555863,1.17149341,0.006878288,99.77385,27.8749924,2.19606781,5.682205,48,81.32139,37.33333333
12/2/2021 21:30,3.125,4.6875,3.90625,40,40,41,1197.28625,1197.28625,2.60967851,1.00381172,0.00697367,99.77385,27.8484116,2.19397354,5.68429947,48,81.32182,40.33333333
12/2/2021 21:35,2.34375,3.90625,3.125,34,39,41,1197.28638,1197.28638,2.81893182,1.13901722,0.007522848,99.7738647,27.896492,2.19776154,5.68051147,48,81.3214,38
12/2/2021 21:40,6.201923,7.03125,6.61658669,35,35,40,1197.28638,1197.28638,2.79501939,1.12311661,0.006027432,99.7738647,28.1018372,2.21393967,5.66433334,48,81.32143,36.66666667
12/2/2021 21:45,3.90625,1.5625,2.734375,37,38,41,1197.28638,1197.28638,2.88328624,1.18583608,0.007263647,99.77386,28.013382,2.20697021,5.671303,48,81.32144,38.66666667
12/2/2021 21:50,2.34375,3.90625,3.125,40,40,40,2494.34717,2494.34717,2.77604914,1.10028744,0.006607279,99.77388,27.9927979,2.205349,5.672924,48,81.32193,40
12/2/2021 21:55,4.6875,4.6875,4.6875,40,40,40,1197.28625,1197.28625,2.78732848,1.10769844,0.007309174,99.77385,27.8704453,2.19570923,5.682564,48,81.3220139,40
12/2/2021 22:00,3.90625,3.125,3.515625,39,39,41,1197.28625,1197.28625,2.69177938,1.03753,0.007019101,99.77386,27.9195862,2.19958115,5.678692,48,81.321846,39.66666667
12/2/2021 22:05,0.78125,2.34375,1.5625,37,39,41,1197.28638,1197.28638,2.84676147,1.1559695,0.007187327,99.77386,28.19461,2.22124863,5.65702438,48,81.32106,39
12/2/2021 22:10,1.5625,0.78125,1.171875,40,40,41,1197.28638,1197.28638,2.7969594,1.1355443,0.006530852,99.7738647,28.0794678,2.21217728,5.66609573,48,81.3216858,40.33333333
12/2/2021 22:15,2.34375,3.125,2.734375,37,36,40,1197.28613,1197.28613,2.83939767,1.1509999,0.006805594,99.77384,27.9372559,2.20097351,5.6772995,48,81.32169,37.66666667
12/2/2021 22:20,1.5625,3.90625,2.734375,36,38,42,3192.76416,2993.21631,2.68567014,1.03481054,0.006988767,99.77388,27.94728,2.20176315,5.67651,48,81.32211,38.66666667
12/2/2021 22:25,3.125,3.90625,3.515625,39,39,41,1197.28625,1197.28625,2.756744,1.0930016,0.006775276,99.77385,28.0978241,2.213623,5.66465,47,81.32245,39.66666667
12/2/2021 22:30,7.8125,7.03125,7.421875,36,39,41,1197.28613,1197.28613,2.81018686,1.13959658,0.006454693,99.77384,28.11699,2.21513367,5.66313934,48,81.32246,38.66666667
12/2/2021 22:35,2.34375,3.125,2.734375,37,39,40,1197.28625,1197.28625,2.74582815,1.08511639,0.006683743,99.77386,28.126152,2.21585464,5.66241837,48,81.322876,38.66666667
12/2/2021 22:40,3.125,3.125,3.125,36,37,41,1197.28638,1197.28638,2.88003922,1.175675,0.006833014,99.7738647,28.1800385,2.2201004,5.65817261,48,81.32251,38
12/2/2021 22:45,0.78125,0.78125,0.78125,39,39,40,1197.28625,1197.28625,2.865463,1.21891975,0.007293895,99.77386,27.9550247,2.2023735,5.67589951,48,81.3229752,39.33333333
12/2/2021 22:50,10.9375,5.46875,8.203125,40,42,44,1197.2865,1197.2865,3.36983728,1.69318175,0.008255478,99.77387,28.2497635,2.22559357,5.65267944,46,81.32447,42
12/2/2021 22:55,3.90625,2.34375,3.125,38,37,41,1197.28625,1197.28625,2.842591,1.19649565,0.007904309,99.77385,28.4073715,2.23801041,5.6402626,46,81.32576,38.66666667
12/2/2021 23:00,3.90625,7.03125,5.46875,40,40,40,1895.70386,1895.70386,2.80295229,1.15542877,0.008026354,99.77389,28.4141,2.23854065,5.63973236,46,81.32687,40
12/2/2021 23:05,7.936507,6.349206,7.14285374,37,37,41,2993.21753,1197.28711,3.08781433,1.43942571,0.007099778,99.77392,29.0612488,2.289524,5.588749,46,81.32784,38.33333333
12/2/2021 23:10,12.5,2.34375,7.421875,37,38,42,2394.57275,2394.57275,3.41052866,1.7614336,0.008939609,99.7738647,28.9284744,2.27906418,5.599209,46,81.32864,39
12/2/2021 23:15,7.88690472,5.46875,6.67783,37,38,42,1197.28564,2594.119,3.20458245,1.55201817,0.007233097,99.7737961,28.8670731,2.27422714,5.604046,46,81.3295059,39
12/2/2021 23:20,3.125,2.34375,2.734375,37,36,42,1197.28577,2494.34521,2.88784623,1.24815333,0.007324486,99.77381,28.93763,2.27978516,5.598488,46,81.33022,38.33333333
12/2/2021 23:25,25.78125,31.25,28.515625,51,50,53,2993.2168,2993.2168,11.0265045,9.077528,0.001131063,99.7738953,29.2061157,2.30093765,5.57733536,46,81.33133,51.33333333
12/2/2021 23:30,0,2.34375,1.171875,40,40,40,1197.28625,1197.28625,1.81281,0.3126788,0.000870801,99.77386,29.2686768,2.30586624,5.572407,45,81.33271,40
12/2/2021 23:35,0,2.30768919,1.15385056,39,39,41,1197.28577,1197.28577,1.75589812,0.275580585,0.000898242,99.77382,29.4119034,2.31715,5.561123,46,81.33272,39.66666667
12/2/2021 23:40,0,2.34375,1.171875,39,39,40,1197.28638,1197.28638,1.68268013,0.211388126,0.000902127,99.7738647,29.1681137,2.297943,5.58033,46,81.3327942,39.33333333
12/2/2021 23:45,0,2.34375,1.171875,37,37,38,1197.2865,1197.2865,1.83037186,0.327469558,0.00090027,99.77387,28.9791718,2.28305817,5.595215,46,81.3327942,37.33333333
12/2/2021 23:50,0,1.49253607,0.746268034,38,38,39,1197.28638,1197.28638,1.67560863,0.21583502,0.000856028,99.7738647,28.9003448,2.27684784,5.601425,45,81.3328552,38.33333333
12/2/2021 23:55,0,2.30768919,1.15384459,37,37,38,1197.2865,1197.2865,1.66810632,0.203212619,0.000885949,99.77387,28.8709488,2.27453232,5.60374069,45,81.3328552,37.33333333
