,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0,AVG CPU TEMP
Time,CPU Core #1,CPU Core #2,CPU Total,CPU Core #1,CPU Core #2,CPU Package,CPU Core #1,CPU Core #2,CPU Package,CPU Cores,CPU Graphics,Bus Speed,Memory,Used Memory,Available Memory,Temperature,Used Space,
11/23/2021 23:40:15,1.52680874,1.51515007,1.5209794,39,39,39,1197.28,1197.28,1.78832769,0.307374537,0.002606358,99.77334,25.49759,2.00877,5.869503,44,23.28109,39
11/23/2021 23:40:16,1.51515007,1.51515007,1.51515007,39,39,40,1197.28052,1197.28052,1.77215731,0.295399457,0.002649524,99.77338,25.49662,2.0086937,5.86957932,44,23.28109,39.33333333
11/23/2021 23:40:17,0.757575035,1.51515007,1.13636255,38,38,39,1197.28027,1197.28027,1.84084213,0.345034838,0.002620743,99.77336,25.4972534,2.00874329,5.86952972,44,23.28109,38.33333333
11/23/2021 23:40:18,0.7692337,1.53846145,1.15385056,39,39,40,1197.28027,1197.28027,1.78400493,0.304022253,0.002689266,99.77335,25.49556,2.00860977,5.86966324,44,23.28109,39.33333333
11/23/2021 23:40:19,0.7352948,1.51515007,1.12522244,39,39,40,1197.28,1197.28,1.76766813,0.290839374,0.002612506,99.77334,25.4969177,2.00871658,5.86955643,44,23.28109,39.33333333
11/23/2021 23:40:20,0.78125,2.30768919,1.54446959,38,38,39,1197.28052,1197.28052,1.75148213,0.276644826,0.002497582,99.77338,25.4994812,2.00891876,5.86935425,44,23.28109,38.33333333
11/23/2021 23:40:21,0.78125,2.34375,1.5625,39,39,40,1197.28027,1197.28027,1.79616046,0.315213084,0.002693606,99.77335,25.5001068,2.00896835,5.86930466,44,23.28109,39.33333333
11/23/2021 23:40:22,0.757575035,1.53846145,1.14802122,39,39,40,1197.28027,1197.28027,1.77067173,0.292413324,0.002673596,99.77335,25.4995728,2.00892639,5.86934662,44,23.28109,39.33333333
11/23/2021 23:40:23,0,1.53846145,0.7692337,40,40,40,1197.28027,1197.28027,1.79559922,0.311049283,0.002671755,99.77336,25.4999619,2.008957,5.869316,44,23.28109,40
11/23/2021 23:40:24,0.7692337,1.58730149,1.17826462,39,39,40,1197.28027,1197.28027,1.78314221,0.30358696,0.002681145,99.77335,25.4973984,2.00875473,5.86951828,44,23.28109,39.33333333
11/23/2021 23:40:25,0.7692337,2.23881,1.50402188,39,39,39,1197.28015,1197.28015,1.82962108,0.331329554,0.002702944,99.77335,25.4997253,2.00893784,5.869335,44,23.28109,39
11/23/2021 23:40:26,1.47058964,1.51515007,1.49286985,39,39,40,1197.28052,1197.28052,1.79735827,0.32278502,0.00228158,99.77337,25.4992447,2.00889969,5.86937332,44,23.28109,39.33333333
11/23/2021 23:40:27,2.272725,1.51515007,1.89393759,40,40,40,1197.28015,1197.28015,1.91590083,0.414256066,0.002658725,99.7733459,25.4976349,2.0087738,5.869499,44,23.28109,40
11/23/2021 23:40:28,0.757575035,2.272725,1.51515007,39,39,40,1197.2804,1197.2804,1.83023512,0.3344235,0.002611061,99.77337,25.49643,2.00867844,5.86959457,44,23.28109,39.33333333
11/23/2021 23:40:29,0.78125,1.5625,1.171875,39,39,40,1197.28052,1197.28052,1.83814478,0.346357584,0.00267106,99.77338,25.4939651,2.008484,5.869789,44,23.28109,39.33333333
11/23/2021 23:40:30,1.53846145,2.30768919,1.9230783,39,39,40,2394.56079,2394.56079,1.87403226,0.3658055,0.002694533,99.77336,25.4966736,2.00869751,5.8695755,44,23.28109,39.33333333
11/23/2021 23:40:31,0.7692337,1.53846145,1.15385056,39,39,39,1197.27991,1197.27991,1.744104,0.271507055,0.002662709,99.77332,25.49614,2.00865555,5.86961746,44,23.28109,39
11/23/2021 23:40:32,0.78125,1.5625,1.171875,39,39,39,1197.2804,1197.2804,1.7873385,0.306251138,0.002681335,99.77336,25.4960861,2.00865173,5.86962128,44,23.28109,39
11/23/2021 23:40:33,0.7692337,1.53846145,1.15385056,39,39,40,1197.2804,1197.2804,1.77555346,0.299384773,0.002694705,99.77336,25.4926,2.008377,5.869896,44,23.28109,39.33333333
11/23/2021 23:40:34,0,2.33211517,1.16605759,39,39,40,1197.28015,1197.28015,1.856627,0.3611819,0.002674086,99.7733459,25.4967728,2.00870514,5.869568,44,23.28109,39.33333333
11/23/2021 23:40:35,0.793647766,1.5625,1.17807388,39,39,39,1197.2804,1197.2804,1.75535786,0.279131919,0.002682495,99.77336,25.4961853,2.00865936,5.86961365,44,23.28109,39
11/23/2021 23:40:36,0.78125,1.5625,1.171875,40,40,41,1197.2804,1197.2804,1.88427973,0.323420376,0.002655091,99.77336,25.4969635,2.0087204,5.86955261,44,23.28109,40.33333333
11/23/2021 23:40:37,1.51515007,1.51515007,1.51515007,40,40,40,1197.28027,1197.28027,2.20903826,0.408949524,0.002632339,99.77336,25.49604,2.008648,5.869625,44,23.28109,40
11/23/2021 23:40:38,0.757575035,1.53846145,1.14802122,40,40,41,1197.27966,1197.27966,2.15276957,0.3536292,0.002699112,99.77331,25.4971542,2.00873566,5.86953735,44,23.28109,40.33333333
11/23/2021 23:40:39,0.78125,1.53846145,1.1598587,40,40,40,1197.28076,1197.28076,2.07707858,0.344930351,0.002674112,99.7734,25.4960861,2.00865173,5.86962128,44,23.28109,40
11/23/2021 23:40:40,0.7692337,1.51515007,1.14219189,40,40,40,1197.28027,1197.28027,1.76510108,0.285290837,0.002633773,99.77335,25.4874725,2.00797272,5.87030029,44,23.28109,40
11/23/2021 23:40:41,0.7692337,1.53846145,1.15385056,39,39,40,1197.2804,1197.2804,1.833583,0.337630481,0.002650418,99.77336,25.4867477,2.0079155,5.87035751,44,23.28109,39.33333333
11/23/2021 23:40:42,0.78125,1.5625,1.171875,40,40,40,1197.28027,1197.28027,1.80511975,0.319462538,0.002670453,99.77335,25.4866028,2.007904,5.870369,44,23.28109,40
11/23/2021 23:40:43,0,2.238804,1.11939907,39,39,39,1197.28027,1197.28027,1.77712619,0.299919784,0.002583754,99.77335,25.4854889,2.00781631,5.8704567,44,23.28109,39
11/23/2021 23:40:44,0.746268034,1.49253607,1.11939907,39,39,40,1197.28027,1197.28027,1.82722414,0.335562468,0.002602279,99.77335,25.4864578,2.00789261,5.8703804,44,23.28106,39.33333333
11/23/2021 23:40:45,0.7692337,2.30768919,1.53846145,39,39,41,1197.2804,1197.2804,1.74988961,0.2672003,0.002654851,99.77337,25.477356,2.00717545,5.87109756,44,23.28106,39.66666667
11/23/2021 23:40:46,0.757575035,1.50384307,1.130712,39,39,39,1197.28015,1197.28015,1.76179183,0.279341429,0.002658132,99.7733459,25.4866486,2.00790787,5.870365,44,23.28106,39
11/23/2021 23:40:47,0.7692337,2.30768919,1.53846741,40,40,40,1197.28015,1197.28015,1.865421,0.364273578,0.002691306,99.77334,25.4877167,2.00799179,5.870281,44,23.28106,40
11/23/2021 23:40:48,0,1.5625,0.78125,40,40,41,1197.28052,1197.28052,1.76798677,0.287386924,0.002668431,99.77338,25.4866028,2.007904,5.870369,44,23.28106,40.33333333
11/23/2021 23:40:49,0,1.5625,0.78125,39,39,39,1197.28027,1197.28027,1.76622558,0.286086,0.002737007,99.77335,25.4869385,2.00793076,5.87034225,44,23.28106,39
11/23/2021 23:40:50,0.757575035,1.53846145,1.14802122,39,39,40,1197.2804,1197.2804,1.86119616,0.36458987,0.002688514,99.77337,25.4864044,2.00788879,5.870384,44,23.28106,39.33333333
11/23/2021 23:40:51,0.7692337,1.53846145,1.15385056,39,39,39,1197.28015,1197.28015,1.77225709,0.293418944,0.002669627,99.77335,25.4873276,2.00796127,5.87031174,44,23.28106,39
11/23/2021 23:40:52,0.7692337,2.30768919,1.53846145,40,40,40,1197.28027,1197.28027,1.77279234,0.28737855,0.00265314,99.77336,25.4848557,2.00776672,5.87050629,44,23.28106,40
11/23/2021 23:40:53,0.7692337,1.53846145,1.15385056,40,40,39,1197.27966,1197.27966,1.78412843,0.304577559,0.002631436,99.77331,25.4800644,2.007389,5.870884,44,23.28106,39.66666667
11/23/2021 23:40:55,0.746268034,1.51515007,1.130712,39,39,39,1197.28088,1197.28088,1.74868822,0.273070455,0.002667955,99.77341,25.47934,2.00733185,5.870941,44,23.28106,39
11/23/2021 23:40:56,0.78125,1.53846145,1.1598587,39,39,39,1197.2804,1197.2804,1.76419687,0.287622124,0.002684956,99.77336,25.48597,2.00785446,5.87041855,44,23.28106,39
11/23/2021 23:40:57,0.746268034,1.51515007,1.130712,39,39,40,1197.28027,1197.28027,1.77239323,0.294151127,0.00243161,99.77335,25.487236,2.00795364,5.87031937,44,23.28106,39.33333333
11/23/2021 23:40:58,0.7692337,1.53846145,1.15385056,39,39,40,1197.28027,1197.28027,1.80968583,0.3256223,0.002495766,99.77336,25.4874268,2.007969,5.870304,44,23.28106,39.33333333
11/23/2021 23:40:59,0.806450844,1.5625,1.18447542,40,39,40,1197.28027,1197.28027,1.7804358,0.298939884,0.002744959,99.77335,25.4884872,2.00805283,5.87022,44,23.28106,39.66666667
11/23/2021 23:41:00,0.7352948,1.49253607,1.11391544,39,39,40,1197.28015,1197.28015,1.84263325,0.343129724,0.002597478,99.7733459,25.4863129,2.00788116,5.870392,44,23.28106,39.33333333
11/23/2021 23:41:01,0.7692337,2.34375,1.55649185,39,39,40,1197.28027,1197.28027,1.8291986,0.32798025,0.002695811,99.77336,25.48558,2.007824,5.870449,44,23.28106,39.33333333
11/23/2021 23:41:02,0.757575035,2.272725,1.51515007,39,39,40,1197.2804,1197.2804,1.87755752,0.366371,0.00262167,99.77337,25.4851,2.0077858,5.870487,44,23.28106,39.33333333
11/23/2021 23:41:03,0.793647766,1.51515007,1.15439892,40,40,40,1197.28015,1197.28015,1.82540548,0.339185178,0.00266721,99.7733459,25.4891129,2.00810242,5.87017059,44,23.28106,40
11/23/2021 23:41:04,0.746268034,1.51515007,1.130712,39,39,40,1197.2804,1197.2804,1.76619756,0.2869015,0.002648549,99.77336,25.48777,2.00799561,5.8702774,44,23.28106,39.33333333
11/23/2021 23:41:05,0.757575035,1.5625,1.16003752,39,39,40,1197.28,1197.28,1.77422822,0.2938385,0.002709021,99.77334,25.4852982,2.007801,5.870472,44,23.28106,39.33333333
11/23/2021 23:41:06,1.53846145,1.53846145,1.53846145,40,40,40,1197.28052,1197.28052,1.8260287,0.336546659,0.002661696,99.77338,25.4684448,2.00647354,5.87179947,44,23.28106,40
11/23/2021 23:41:07,3.16220522,3.125,3.14360261,40,40,40,1197.2804,1197.2804,1.96909988,0.468308479,0.002728516,99.77336,25.4878159,2.00799942,5.87027359,44,23.28106,40
11/23/2021 23:41:08,0.757575035,1.51515007,1.13636255,39,39,40,1197.28027,1197.28027,1.79690146,0.314819,0.002639466,99.77335,25.4868927,2.007927,5.870346,44,23.28106,39.33333333
11/23/2021 23:41:09,0.746268034,1.53846145,1.14236474,40,40,40,1197.28015,1197.28015,1.87081826,0.371561676,0.002644032,99.7733459,25.4855347,2.00782013,5.870453,44,23.28106,40
11/23/2021 23:41:10,0.78125,2.34375,1.5625,39,39,40,1197.28015,1197.28015,1.81979632,0.320013553,0.002528066,99.7733459,25.4852448,2.00779724,5.870476,44,23.28106,39.33333333
11/23/2021 23:41:11,0.78125,2.34375,1.5625,39,39,40,1197.28027,1197.28027,1.75738537,0.273099244,0.002699423,99.77336,25.4874268,2.007969,5.870304,44,23.28106,39.33333333
11/23/2021 23:41:12,0.78125,1.5625,1.171875,40,40,40,1197.28052,1197.28052,1.7884624,0.3043769,0.002732645,99.77337,25.4879074,2.008007,5.870266,44,23.28106,40
11/23/2021 23:41:13,0.78125,1.5625,1.171875,40,40,40,1197.28015,1197.28015,1.78347051,0.300303966,0.002730868,99.7733459,25.4844666,2.00773621,5.870537,44,23.28106,40
11/23/2021 23:41:14,0.7692337,1.53846145,1.15385056,40,40,40,1197.28015,1197.28015,1.85382378,0.3562612,0.002716192,99.7733459,25.48713,2.007946,5.870327,44,23.28106,40
11/23/2021 23:41:15,0.78125,2.34375,1.5625,40,40,40,1197.28052,1197.28052,1.83304918,0.3335878,0.002739847,99.77338,25.486702,2.00791168,5.87036133,44,23.28106,40
11/23/2021 23:41:16,0.78125,2.34375,1.5625,40,40,40,1197.28015,1197.28015,1.81919813,0.321070522,0.002688932,99.7733459,25.487381,2.007965,5.870308,44,23.28106,40
11/23/2021 23:41:17,20.4545441,1.51515007,10.98485,42,42,46,1197.28076,1197.28076,5.30585527,3.60400248,0.002671622,99.77339,25.4879532,2.00801086,5.870262,44,23.28106,43.33333333
11/23/2021 23:41:18,0.78125,2.30768919,1.54446959,40,40,40,1197.27991,1197.27991,1.84751153,0.341863036,0.002583953,99.77332,25.4863586,2.007885,5.870388,44,23.28106,40
11/23/2021 23:41:19,17.1875,2.34375,9.765625,40,40,41,1197.28015,1197.28015,4.883401,3.14337015,0.002681722,99.77334,25.48825,2.00803375,5.87023926,44,23.28106,40.33333333
11/23/2021 23:41:20,0.7692337,1.53846145,1.15385056,40,40,40,1197.28052,1197.28052,1.75556123,0.275955856,0.002738714,99.77338,25.4879074,2.008007,5.870266,44,23.28106,40
11/23/2021 23:41:21,0.746268034,1.49253607,1.11939907,39,39,40,1197.28015,1197.28015,1.79351926,0.3099861,0.002588429,99.7733459,25.4876175,2.00798416,5.870289,44,23.28106,39.33333333
11/23/2021 23:41:22,3.8461566,1.53846145,2.692306,40,40,40,1197.28027,1197.28027,2.108297,0.576763153,0.002699948,99.77336,25.48713,2.007946,5.870327,44,23.28106,40
11/23/2021 23:41:23,1.5625,3.125,2.34375,39,39,41,1197.28,1197.28,1.87303817,0.378570855,0.002516572,99.77333,25.4878616,2.00800323,5.87027,44,23.28106,39.66666667
11/23/2021 23:41:24,1.58730149,1.5625,1.57489777,40,40,40,1197.28064,1197.28064,1.827575,0.349377841,0.002724731,99.77339,25.4866028,2.007904,5.870369,44,23.28106,40
11/23/2021 23:41:25,0.7692337,2.30768919,1.53846145,40,40,40,1197.28015,1197.28015,1.91795349,0.43350476,0.002368384,99.7733459,25.4855347,2.00782013,5.870453,44,23.28106,40
11/23/2021 23:41:26,0.7692337,1.53846145,1.15385056,40,40,40,1197.28027,1197.28027,1.78298938,0.305730015,0.002343449,99.77336,25.48442,2.00773239,5.87054062,44,23.28106,40
11/23/2021 23:41:27,0.78125,1.53846145,1.1598587,39,39,40,1197.2804,1197.2804,1.80080462,0.31950295,0.002669311,99.77337,25.4879074,2.008007,5.870266,44,23.28106,39.33333333
11/23/2021 23:41:28,0,1.53846145,0.7692337,40,40,41,1197.28015,1197.28015,1.78035378,0.297739476,0.002651967,99.77334,25.4868927,2.007927,5.870346,44,23.28106,40.33333333
11/23/2021 23:41:29,0,2.320075,1.16003752,39,39,41,1197.28015,1197.28015,1.77443171,0.295549035,0.002684603,99.7733459,25.4841843,2.00771332,5.87055969,44,23.28106,39.66666667
11/23/2021 23:41:30,0.757575035,1.51515007,1.13636255,40,40,41,1197.28052,1197.28052,1.77990985,0.2959518,0.002448213,99.7733841,25.48713,2.007946,5.870327,44,23.28106,40.33333333
11/23/2021 23:41:31,0.7692337,1.53846145,1.15385056,40,40,41,1197.28015,1197.28015,1.83297288,0.3353896,0.002512622,99.7733459,25.4865036,2.00789642,5.87037659,44,23.28106,40.33333333
11/23/2021 23:41:32,0,1.51515007,0.757575035,40,40,40,1197.28015,1197.28015,1.76679361,0.283395469,0.002603872,99.7733459,25.487236,2.00795364,5.87031937,44,23.28106,40
11/23/2021 23:41:33,0,1.5625,0.78125,40,40,40,1197.2804,1197.2804,1.8028208,0.315675259,0.002714932,99.77336,25.4830627,2.00762558,5.87064743,44,23.28106,40
11/23/2021 23:41:34,0,2.30768919,1.15384459,39,39,40,1197.2804,1197.2804,1.83802056,0.3323389,0.002512673,99.77336,25.4872818,2.00795746,5.87031555,44,23.28106,39.33333333
11/23/2021 23:41:35,0,2.34375,1.171875,40,40,40,1197.28027,1197.28027,1.81732571,0.3163495,0.002694397,99.77336,25.48597,2.00785446,5.87041855,44,23.28106,40
11/23/2021 23:41:36,0,2.30768919,1.15384459,40,40,40,1197.28015,1197.28015,1.85121739,0.3035381,0.002697309,99.77335,25.4860687,2.007862,5.870411,44,23.28106,40
11/23/2021 23:41:37,0,2.272725,1.13636255,40,40,41,1197.28027,1197.28027,2.21665549,0.412830085,0.002112381,99.77335,25.4844666,2.00773621,5.870537,44,23.28106,40.33333333
11/23/2021 23:41:38,0.757575035,1.51515007,1.13636255,40,40,41,1197.28027,1197.28027,2.18596482,0.383369744,0.002140411,99.77336,25.4865036,2.00789642,5.87037659,44,23.28106,40.33333333
11/23/2021 23:41:39,0,1.5625,0.78125,40,40,40,1197.28,1197.28,2.1458292,0.4218762,0.002705504,99.77334,25.487236,2.00795364,5.87031937,44,23.28106,40
11/23/2021 23:41:40,0,1.5625,0.78125,40,40,41,1197.28064,1197.28064,1.75036275,0.271397442,0.002695396,99.7733841,25.4864578,2.00789261,5.8703804,44,23.28106,40.33333333
11/23/2021 23:41:41,0.7692337,3.076923,1.9230783,40,40,41,1197.28015,1197.28015,1.95432079,0.439907759,0.002489446,99.7733459,25.4861145,2.007866,5.870407,44,23.28106,40.33333333
11/23/2021 23:41:42,0.78125,3.125,1.953125,40,40,41,1197.28027,1197.28027,1.73847473,0.2523401,0.002673642,99.77336,25.48558,2.007824,5.870449,44,23.28106,40.33333333
11/23/2021 23:41:43,0,1.51515007,0.757575035,40,40,40,1197.28027,1197.28027,1.79483128,0.308022857,0.002618433,99.77336,25.4872818,2.00795746,5.87031555,44,23.28106,40
11/23/2021 23:41:44,0,1.5625,0.78125,40,40,40,1197.2804,1197.2804,1.80852544,0.319696128,0.002763545,99.77337,25.4860153,2.00785828,5.87041473,44,23.28106,40
11/23/2021 23:41:45,0,1.53846145,0.7692337,40,40,40,1197.28027,1197.28027,1.75966573,0.278380781,0.002653101,99.77335,25.48413,2.0077095,5.87056351,44,23.28106,40
11/23/2021 23:41:46,1.51515007,2.272725,1.89393759,39,39,41,1197.2804,1197.2804,1.824186,0.3215403,0.002575619,99.77336,25.4834061,2.00765228,5.87062073,44,23.28106,39.66666667
11/23/2021 23:41:47,0.78125,1.53846145,1.1598587,40,40,40,1197.28015,1197.28015,1.86264992,0.362048417,0.002163008,99.77334,25.4856873,2.00783157,5.87044144,44,23.28106,40
11/23/2021 23:41:48,0,1.53846145,0.7692337,40,40,41,1197.28052,1197.28052,1.8052901,0.3191738,0.00250226,99.77338,25.4866486,2.00790787,5.870365,44,23.28106,40.33333333
11/23/2021 23:41:49,0,1.51515007,0.757575035,40,40,40,1197.28015,1197.28015,1.77079439,0.29092738,0.002527476,99.77335,25.4826813,2.007595,5.870678,44,23.28106,40
11/23/2021 23:41:50,0,1.53846145,0.7692337,40,40,40,1197.28015,1197.28015,1.77993584,0.296735168,0.002777251,99.7733459,25.4864044,2.00788879,5.870384,44,23.28106,40
11/23/2021 23:41:51,0.793647766,2.34375,1.56869888,40,40,41,1197.2804,1197.2804,1.762861,0.280365348,0.00271592,99.77336,25.485878,2.00784683,5.870426,44,23.28106,40.33333333
11/23/2021 23:41:52,0,1.5625,0.78125,40,40,40,1197.28027,1197.28027,1.78343534,0.299572855,0.002528952,99.77336,25.486702,2.00791168,5.87036133,44,23.28106,40
11/23/2021 23:41:53,0,3.00802,1.50401,40,40,41,1197.28027,1197.28027,1.83364987,0.334005564,0.002648372,99.77335,25.4823456,2.00756836,5.87070465,44,23.28106,40.33333333
11/23/2021 23:41:54,0,1.53846145,0.7692337,40,40,41,1197.28027,1197.28027,1.76652777,0.285290539,0.00265087,99.77335,25.4868927,2.007927,5.870346,44,23.28106,40.33333333
11/23/2021 23:41:55,0,1.49253607,0.746268034,40,40,41,1197.28027,1197.28027,1.7457912,0.266155571,0.002609225,99.77335,25.4863586,2.007885,5.870388,44,23.28106,40.33333333
11/23/2021 23:41:56,0,3.125,1.5625,40,40,40,1197.27966,1197.27966,1.77058876,0.283440381,0.002672826,99.7733,25.4796829,2.00735855,5.87091446,44,23.28106,40
11/23/2021 23:41:57,0,2.30768919,1.15384459,40,40,41,1197.281,1197.281,1.85432088,0.348062068,0.002718879,99.7734146,25.4812775,2.00748444,5.87078857,44,23.28106,40.33333333
11/23/2021 23:41:58,0,2.272725,1.13636255,40,40,40,1197.28027,1197.28027,1.83746481,0.3327743,0.002635107,99.77335,25.4852448,2.00779724,5.870476,44,23.28106,40
11/23/2021 23:41:59,0,1.53846145,0.7692337,40,40,41,1197.28027,1197.28027,1.75339961,0.2727547,0.002688941,99.77335,25.4844666,2.00773621,5.870537,44,23.28106,40.33333333
11/23/2021 23:42:01,0.757575035,1.51515007,1.13636255,40,40,41,1197.28015,1197.28015,1.80883229,0.322191745,0.002448893,99.7733459,25.4794846,2.00734329,5.87092972,44,23.28106,40.33333333
11/23/2021 23:42:02,0,2.34375,1.171875,40,40,41,1197.28027,1197.28027,1.82886934,0.3242019,0.002736204,99.77335,25.4782715,2.007248,5.871025,44,23.28106,40.33333333
11/23/2021 23:42:03,0,1.53846145,0.7692337,40,40,40,1197.2804,1197.2804,1.94967151,0.431804836,0.002493724,99.77337,25.4851456,2.00778961,5.8704834,44,23.28106,40
11/23/2021 23:42:04,0,2.34375,1.171875,40,40,40,1197.2804,1197.2804,1.86992025,0.358429849,0.002532857,99.77336,25.485878,2.00784683,5.870426,44,23.28106,40
11/23/2021 23:42:05,0,0.7692337,0.384616852,40,40,40,1197.28015,1197.28015,1.765027,0.288785458,0.002704124,99.77335,25.4851,2.0077858,5.870487,44,23.28106,40
11/23/2021 23:42:06,0.78125,2.34375,1.5625,40,40,41,1197.28027,1197.28027,1.83736873,0.335258067,0.00270848,99.77335,25.4770584,2.00715256,5.87112045,44,23.28106,40.33333333
11/23/2021 23:42:07,0.7692337,2.30768919,1.53846145,40,40,41,1197.2804,1197.2804,1.84132278,0.336324871,0.002688676,99.77336,25.476387,2.00709915,5.871174,44,23.28106,40.33333333
11/23/2021 23:42:08,0,1.53846145,0.7692337,39,39,40,1197.28027,1197.28027,1.80857038,0.319941044,0.002739066,99.77335,25.4765778,2.00711441,5.8711586,44,23.28106,39.33333333
11/23/2021 23:42:09,0,1.5625,0.78125,39,39,40,1197.2804,1197.2804,1.77942133,0.29671517,0.002746374,99.77336,25.4754181,2.00702286,5.87125,44,23.28106,39.33333333
11/23/2021 23:42:10,0,1.53846145,0.7692337,40,40,41,1197.28027,1197.28027,1.8387444,0.341356635,0.002688794,99.77335,25.4764786,2.00710678,5.871166,44,23.28106,40.33333333
11/23/2021 23:42:11,0,1.53846145,0.7692337,40,40,40,1197.28027,1197.28027,1.81952929,0.323432356,0.002502086,99.77335,25.4759445,2.00706482,5.871208,44,23.28106,40
11/23/2021 23:42:12,0,3.125,1.5625,40,40,41,1197.28027,1197.28027,1.8820591,0.371812075,0.002696815,99.77336,25.4718323,2.00674057,5.87153244,44,23.28106,40.33333333
11/23/2021 23:42:13,0,1.53846145,0.7692337,40,40,40,1197.28027,1197.28027,1.85260367,0.352099061,0.002492258,99.77336,25.4711075,2.00668335,5.87158966,44,23.28106,40
11/23/2021 23:42:14,0,2.34375,1.171875,40,40,40,1197.28027,1197.28027,1.84646368,0.339563966,0.002736436,99.77336,25.47091,2.006668,5.871605,44,23.28106,40
11/23/2021 23:42:15,0,2.30768919,1.15384459,40,40,40,1197.28027,1197.28027,1.91036355,0.388166636,0.002730626,99.77335,25.463501,2.00608444,5.87218857,44,23.28106,40
11/23/2021 23:42:16,0,0.7692337,0.384616852,40,40,40,1197.28015,1197.28015,1.78406668,0.3058091,0.002492112,99.7733459,25.4732361,2.0068512,5.871422,44,23.2810669,40
11/23/2021 23:42:17,10.76923,10.0000019,10.384613,40,40,41,1197.28052,1197.28052,5.30621338,3.60040259,0.002615905,99.77338,25.4813232,2.00748825,5.87078476,44,23.2810669,40.33333333
11/23/2021 23:42:18,0,1.53846145,0.7692337,40,40,41,1197.28027,1197.28027,1.82353187,0.330967426,0.002704797,99.77335,25.4756088,2.007038,5.871235,44,23.2810669,40.33333333
11/23/2021 23:42:19,0,2.30768919,1.15384459,39,39,40,1197.28027,1197.28027,1.84949,0.3403942,0.002665379,99.77335,25.481514,2.00750351,5.8707695,44,23.2810669,39.33333333
11/23/2021 23:42:20,0,1.5625,0.78125,40,40,41,1197.28027,1197.28027,1.78838611,0.308556765,0.002725171,99.77335,25.48059,2.007431,5.870842,44,23.2810669,40.33333333
11/23/2021 23:42:21,0,1.5625,0.78125,40,40,40,1197.28027,1197.28027,1.83981419,0.338201255,0.002731121,99.77335,25.4815674,2.00750732,5.87076569,44,23.2810669,40
11/23/2021 23:42:22,0,1.5625,0.78125,40,40,40,1197.2804,1197.2804,1.77986014,0.292341,0.002729309,99.77337,25.4764328,2.007103,5.87117,44,23.2810669,40
11/23/2021 23:42:23,0,1.53846145,0.7692337,40,40,40,1197.28015,1197.28015,1.81862545,0.328386366,0.002500098,99.7733459,25.4803085,2.00740814,5.870865,44,23.2810669,40
11/23/2021 23:42:24,0,1.53846145,0.7692337,40,40,40,1197.28015,1197.28015,1.77634037,0.2912494,0.002689103,99.7733459,25.4822464,2.00756073,5.87071228,44,23.2810669,40
11/23/2021 23:42:25,0,0.7692337,0.384616852,40,40,40,1197.28052,1197.28052,1.77988088,0.300993472,0.00270259,99.77338,25.4812317,2.00748062,5.87079239,44,23.2810669,40
11/23/2021 23:42:26,0,1.53846145,0.7692337,40,40,41,1197.28027,1197.28027,1.76793218,0.286692947,0.002629794,99.77335,25.478714,2.00728226,5.87099075,44,23.2810669,40.33333333
11/23/2021 23:42:27,0,3.03030014,1.51515007,40,40,41,1197.28027,1197.28027,1.80286384,0.310827,0.002586815,99.77335,25.4811249,2.007473,5.8708,44,23.2810669,40.33333333
11/23/2021 23:42:28,0,1.5625,0.78125,40,40,40,1197.2804,1197.2804,1.796927,0.316160381,0.002411942,99.77336,25.4797287,2.00736237,5.87091064,44,23.2810669,40
11/23/2021 23:42:29,0,2.30768919,1.15384459,40,40,41,1197.28015,1197.28015,1.83300972,0.329657018,0.002715864,99.7733459,25.4832611,2.00764084,5.870632,44,23.2810669,40.33333333
11/23/2021 23:42:30,0,1.51515007,0.757575035,40,40,40,1197.28027,1197.28027,1.77246726,0.290198922,0.002443251,99.77335,25.4867477,2.0079155,5.87035751,44,23.2810669,40
11/23/2021 23:42:31,0,1.53846145,0.7692337,40,40,41,1197.28027,1197.28027,1.75231266,0.2705255,0.002486145,99.77335,25.4863586,2.007885,5.870388,44,23.2810669,40.33333333
11/23/2021 23:42:32,0,1.53846145,0.7692337,39,39,40,1197.28027,1197.28027,1.86285329,0.361358017,0.002704934,99.77336,25.4856262,2.00782776,5.87044525,44,23.2810669,39.33333333
11/23/2021 23:42:33,0,1.53846145,0.7692337,40,40,41,1197.28027,1197.28027,1.7654134,0.280320168,0.002478184,99.77335,25.4820023,2.00754166,5.87073135,44,23.2810669,40.33333333
11/23/2021 23:42:34,0.746268034,2.23881,1.49253607,40,40,40,1197.28027,1197.28027,1.84561884,0.3385085,0.00259427,99.77336,25.485878,2.00784683,5.870426,44,23.2810669,40
11/23/2021 23:42:35,0,1.53846145,0.7692337,40,40,40,1197.28015,1197.28015,1.82171655,0.3246298,0.00268314,99.77335,25.485199,2.00779343,5.87047958,44,23.2810669,40
