4.16666269,38,2.41788459,39.99933,3.15125656,35,0,1
3.46153975,36,2.42718,39.9952164,3.15093231,35,0,1
3.485942,37,2.52923369,40.1067772,3.15972137,36,0,1
6.671625,36,2.38511968,40.08954,3.15836334,36,0,1
10.12019,39,2.38165116,40.046154,3.15494537,37,0,1
2.3317337,37,2.36543512,39.9471359,3.14714432,37,0,1
4.23076725,38,2.31697536,39.90249,3.14362717,37,0,1
7.35085,36,2.35783672,39.89421,3.14297485,38,0,1
3.46208215,37,2.42935133,39.880703,3.14191055,38,0,1
6.77860975,37,2.51075721,39.8370743,3.13847351,38,0,1
4.639423,37,2.49591136,39.8195457,3.13709259,39,0,1
6.177884,37,2.427056,39.61347,3.12085724,39,0,1
4.219115,37,2.52732539,39.59328,3.11926651,39,0,1
5.49355125,38,2.5057807,39.5857735,3.11867523,39,0,1
1.953125,37,2.38533974,39.7352,3.13044739,40,0,1
4.243332,38,2.34796333,39.7456055,3.13126755,40,0,1
5.48735237,37,2.532506,39.753067,3.131855,41,0,1
5.0180316,37,2.528553,39.74924,3.13155365,41,0,1
5.854702,37,2.45892453,39.7123451,3.12864685,41,0,1
7.080853,38,4.038438,39.580883,3.11829,41,0,1
3.90625,37,2.56398058,39.6777725,3.12592316,41,0,1
11.3901253,37,3.87577367,39.70324,3.12792969,41,0,1
6.562501,38,2.43830538,39.65913,3.1244545,42,0,1
6.538457,36,2.56864762,39.67322,3.12556458,42,0,1
5.33798933,36,2.44079328,39.6772881,3.125885,42,0,1
2.7223587,36,2.645402,39.7031441,3.127922,42,0,1
4.21328545,37,2.52345228,39.6573868,3.12431717,43,0,0
4.327875,37,2.68815827,39.6822739,3.126278,43,0,0
5.43269539,36,2.40320849,39.64751,3.123539,43,0,0
6.923074,37,2.689394,39.67695,3.12585831,43,0,0
6.57508945,37,2.475288,39.64596,3.123417,43,0,0
6.92307949,39,2.68799639,39.6578674,3.12435532,43,0,0
3.90625,36,2.47140336,39.6240768,3.12169266,43,0,0
6.18389225,37,2.66988373,39.641552,3.12306976,43,0,0
2.7531743,36,2.46331739,39.6159859,3.1210556,43,0,0
3.46153975,36,2.75667572,39.63608,3.1226387,43,0,0
5.769229,36,2.391752,39.61381,3.120884,44,0,0
1.917249,37,2.51964521,39.65051,3.12377548,44,0,0
7.62307644,36,2.49684119,39.62746,3.12195969,44,0,0
3.449881,36,2.40770984,39.6362762,3.122654,44,0,0
6.640625,37,2.39357018,39.6166649,3.121109,44,0,0
4.694271,36,2.45626116,39.6367569,3.122692,44,0,0
2.349949,36,2.43067884,39.6186523,3.12126541,44,0,0
5.46875,37,2.53970122,39.8145561,3.13669968,44,0,0
4.273021,36,2.40659118,39.4128151,3.10504913,44,0,0
3.956449,37,2.49074531,39.4623,3.10894775,44,0,0
5.89038134,36,2.52935719,39.44032,3.107216,44,0,0
3.46153975,37,2.3775537,39.4538269,3.10828018,44,0,0
5.46875,36,2.50931978,39.41998,3.10561371,44,0,0
5.078125,36,2.44071,39.4510155,3.108059,44,0,0
2.30186582,36,2.37949586,39.4314537,3.10651779,44,0,0
3.91885042,36,2.45015264,39.45644,3.10848618,44,0,0
9.341181,35,2.38789487,39.4398842,3.10718155,44,0,0
6.90559769,36,2.580928,39.43252,3.10660172,44,0,0
5.859375,37,2.41426373,39.3988228,3.10394669,44,0,0
3.03030014,36,2.32495642,39.40231,3.10422134,44,0,0
5.793643,37,2.45022678,39.3825531,3.102665,44,0,0
4.72530127,36,2.48829961,39.3994026,3.10399246,44,0,0
5.432689,37,2.43586373,39.37553,3.10211182,45,0,0
4.7066927,36,2.42926812,39.3829422,3.10269547,44,0,0
4.25518751,37,2.5090785,39.3700562,3.10168076,45,0,0
3.082931,36,2.62746,39.41761,3.10542679,45,0,0
4.92423773,36,2.47932816,39.4105377,3.10486984,45,0,0
4.23077345,36,2.353304,39.4424,3.10738,45,0,0
5.396634,36,2.293141,39.46443,3.1091156,45,0,0
6.37786961,35,2.42924023,39.5006981,3.11197281,45,0,0
7.30769062,37,2.533376,39.4849625,3.110733,45,0,0
8.076924,37,2.45795,39.51372,3.112999,45,0,0
7.325721,36,2.41072536,39.4975,3.111721,45,0,0
4.296875,37,2.53551316,39.51634,3.113205,45,0,0
4.254806,37,2.434549,39.4922256,3.11130524,45,0,0
2.71635056,36,2.50710177,39.4323769,3.10659027,45,0,0
3.03030014,36,2.38509727,39.41751,3.10541916,45,0,0
1.953125,36,2.41244459,39.5286369,3.114174,45,0,0
5.83534241,37,2.39548135,39.537693,3.11488724,45,0,0
3.90625,36,2.54778862,39.57425,3.11776733,45,0,0
3.15020084,37,2.35937524,39.5409851,3.11514664,45,0,0
8.918274,37,2.48715329,39.53648,3.11479187,45,0,0
4.70610237,37,2.55829072,39.5127525,3.11292267,45,0,0
6.92307949,37,2.42594576,39.55052,3.11589813,45,0,0
3.84615064,36,2.52113247,39.51871,3.11339188,45,0,0
6.190479,37,2.51088119,39.49445,3.11148071,45,0,0
3.54042649,37,2.44288874,39.49082,3.11119461,45,0,0
5.76923466,36,2.36563659,39.4992943,3.11186218,45,0,0
6.9711566,36,2.45692182,39.4787636,3.11024475,46,0,0
6.8706274,36,2.32427931,39.4820557,3.11050415,46,0,0
4.23077345,37,2.60139465,39.4630241,3.109005,45,0,0
6.568509,36,2.42256165,39.4529533,3.10821152,45,0,0
5.384618,37,2.4372623,39.4277763,3.10622787,46,0,0
6.171876,37,2.39165688,39.4529076,3.1082077,46,0,0
3.515625,36,2.50419188,39.4370728,3.1069603,46,0,0
4.24298048,37,2.38120532,39.4523239,3.108162,46,0,0
5.46875,36,2.36141324,39.4260826,3.10609436,46,0,0
7.7524066,36,2.510414,39.4400253,3.107193,46,0,0
4.296875,36,2.583836,39.42734,3.10619354,46,0,0
3.78787518,36,2.55145121,39.4426422,3.107399,46,0,0
6.136364,36,2.56279635,39.4148,3.10520554,46,0,0
1.5625,36,2.37117934,39.4388657,3.10710144,46,0,0
